TYPE,YEAR,lng,lat
Theft of Vehicle,2012,-123.084122168465,49.2110304117007
Theft of Vehicle,2013,-123.084122168465,49.2110304117007
Theft of Vehicle,2013,-123.084122168465,49.2110304117007
Theft of Vehicle,2013,-123.084122168465,49.2110304117007
Theft of Vehicle,2014,-123.084122168465,49.2110304117007
Theft of Vehicle,2014,-123.084122168465,49.2110304117007
Theft of Vehicle,2014,-123.084122168465,49.2110304117007
Theft of Vehicle,2014,-123.084122168465,49.2110304117007
Theft of Vehicle,2015,-123.084122168465,49.2110304117007
Theft of Vehicle,2015,-123.084122168465,49.2110304117007
Theft of Vehicle,2015,-123.084122168465,49.2110304117007
Theft of Vehicle,2016,-123.084122168465,49.2110304117007
Theft of Vehicle,2016,-123.084122168465,49.2110304117007
Theft of Vehicle,2016,-123.084122168465,49.2110304117007
Theft of Vehicle,2016,-123.084122168465,49.2110304117007
Theft of Vehicle,2017,-123.084122168465,49.2110304117007
Theft of Vehicle,2018,-123.084122168465,49.2110304117007
Theft of Vehicle,2018,-123.084122168465,49.2110304117007
Theft of Vehicle,2018,-123.084122168465,49.2110304117007
Theft of Vehicle,2018,-123.084122168465,49.2110304117007
Theft of Vehicle,2018,-123.084122168465,49.2110304117007
Theft of Vehicle,2019,-123.084122168465,49.2110304117007
Theft of Vehicle,2019,-123.084122168465,49.2110304117007
Theft of Vehicle,2019,-123.084122168465,49.2110304117007
Theft of Vehicle,2019,-123.084122168465,49.2110304117007
Theft of Vehicle,2019,-123.084122168465,49.2110304117007
Theft of Vehicle,2020,-123.084122168465,49.2110304117007
Theft of Vehicle,2004,-123.063629984871,49.2756811907796
Theft of Vehicle,2014,-123.063629984871,49.2756811907796
Theft of Vehicle,2003,-123.123489079962,49.2775564892268
Theft of Vehicle,2019,-123.123253585015,49.2777136560856
